H	M
-3553.67944	-626.4226
-3458.72046	-621.91924
-3363.81104	-603.86922
-3258.93481	-572.97636
-3163.99438	-598.33818
-3068.97998	-587.95777
-2958.95508	-561.31219
-2854.03967	-556.99495
-2749.04077	-552.78417
-2633.94727	-547.33051
-2538.89478	-533.27492
-2453.87903	-589.2193
-2354.07483	-526.11086
-2259.19507	-501.25916
-2164.2511	-450.56509
-2064.31702	-498.63204
-1959.34723	-503.4062
-1864.24579	-471.60735
-1774.13562	-476.86715
-1669.21332	-446.33219
-1569.29126	-418.92906
-1474.31689	-409.19637
-1369.1944	-437.12282
-1264.0296	-393.21239
-1163.99652	-397.37581
-1058.93869	-367.06921
-953.85403	-347.33871
-853.78601	-347.59352
-753.59106	-290.65359
-658.4505	-304.07413
-558.42567	-327.13765
-458.39532	-223.05357
-368.34764	-207.42081
-273.29848	-215.88997
-173.31369	-200.13226
-73.41765	-143.55825
26.41199	-116.65375
131.27866	-9.68141
231.06758	119.24705
325.78154	134.9831
430.49146	199.71804
530.1076	217.42156
624.70221	237.46008
729.24182	255.02288
828.70651	264.09102
923.19315	283.61012
1022.61594	335.53942
1122.00677	351.62588
1226.47278	360.63844
1340.81281	370.04904
1440.18597	393.49255
1534.73969	383.71314
1634.28314	418.51728
1733.74524	443.25354
1838.14716	425.99057
1937.56177	480.74322
2027.13513	477.39112
2121.62781	552.93669
2220.93213	456.89898
2315.27014	487.20628
2414.66174	558.82615
2514.04724	513.59452
2613.54688	502.29383
2713.19922	579.98492
2812.75305	588.26683
2912.34131	575.27559
3012.14819	596.37677
3112.1427	584.51858
3212.32605	641.86361
3322.6123	624.44537
3433.1012	620.51538
3533.65625	628.79572
3634.03674	673.85764
3729.37988	652.83392
3829.61414	661.87195
3934.75671	654.88201
4029.93542	678.16475
4125.07935	671.79215
4220.16479	700.74516
4315.24585	685.84047
4415.35693	702.68853
4520.54834	701.69795
4625.77124	679.38547
4731.02075	682.37347
4831.20313	695.00776
4926.24023	737.83559
5021.27026	707.53846
5121.34058	732.2331
5231.40234	749.13194
5331.37305	752.47328
5431.34692	733.50122
5541.40967	710.5748
5646.32666	735.01588
5746.22974	785.41508
5841.27026	750.53546
5931.28882	738.82464
6026.29736	773.06619
6126.37158	797.79843
6221.36475	782.03314
6321.26563	728.62613
6426.27173	791.48594
6521.30908	804.15113
6621.25415	793.51247
6721.13477	784.93692
6815.91577	820.03085
6925.75513	761.56719
7025.65088	780.20048
7125.59253	803.87621
7235.60522	780.51565
7330.58545	713.3871
7425.51636	830.78563
7530.43066	791.19651
7630.44702	760.07967
7725.45996	822.08284
7830.45288	813.30014
7935.40405	780.66988
8035.33398	745.2537
8145.37622	790.11933
8245.36279	800.08259
8335.41602	831.39001
8440.5083	741.35847
8540.52686	810.18626
8635.56641	830.15089
8730.57471	798.91856
8825.60596	799.87946
8925.62695	798.2466
9025.80859	819.07735
9121.13525	775.91418
9216.35156	816.12542
9311.45361	825.98422
9411.5874	779.50945
9516.62598	778.74451
9616.51074	830.75999
9721.52246	762.62285
9821.56592	768.2852
9921.56348	768.15466
10021.59424	823.3053
10116.64258	778.65893
10211.6748	771.99764
10311.6333	800.30915
10416.67383	827.83941
10516.69336	792.89132
10616.68848	786.37588
10716.7417	816.7088
10816.6958	787.71211
10916.65088	747.40998
11016.70996	802.20394
11116.7998	809.69103
11216.84033	803.52127
11316.7207	769.16489
11416.51074	795.24264
11516.39355	804.36531
11616.39307	742.59085
11716.44238	805.90419
11816.52686	828.53667
11916.55127	787.14691
12016.48486	787.85122
12111.45459	813.56219
12211.39014	803.70094
12316.43506	751.72765
12416.4458	751.19073
12511.42627	779.07454
12606.43799	750.09433
12706.40381	770.66479
12811.38818	813.33664
12916.42529	785.33133
13016.50684	812.11239
13111.43555	774.74539
13206.37549	794.80667
13311.45898	822.08918
13411.51465	751.55495
13511.4668	837.3157
13631.59717	761.84381
13746.85449	799.63295
13851.89014	761.35142
13946.87549	855.557
14036.98291	817.99507
14142.05664	787.61295
14232.04932	867.49597
14327.07422	809.364
14442.11182	741.62372
14547.06445	816.55077
14647.13672	749.95437
14742.13379	806.57857
14832.06738	787.73254
14932.06494	781.58436
15027.04541	746.06135
15117.1001	794.52339
15217.10352	791.35004
15312.04248	757.14778
15417.05078	834.26699
15527.125	811.16359
15627.12354	760.6598
15732.16748	858.99022
15842.24658	815.72696
15942.04736	739.72671
16036.86963	748.53943
16141.92383	816.59808
16241.91162	719.16843
16336.88867	760.13592
16436.93848	808.47668
16526.95703	780.33022
16621.96582	823.70892
16722.00781	773.78584
16817.04199	804.47173
16917.05957	854.18406
17017.02832	779.85312
17121.88281	726.98359
17226.83789	801.02825
17331.94629	800.55201
17436.92871	787.93123
17541.96289	811.37725
17646.99609	819.79816
17741.99121	767.63989
17837.07422	795.28151
17927.06152	804.23085
18022.03809	764.93089
18122.11523	834.87834
18217.15137	800.97653
18317.11328	773.83115
18412.23145	791.26199
18512.34473	731.68146
18622.35449	781.00265
18722.44238	774.76091
18827.44629	849.93831
18937.39063	784.54424
19032.39551	768.53499
19132.42676	794.33691
19227.45898	725.29596
19322.43262	818.79709
19427.41699	855.25371
19522.39648	794.78998
19617.35352	798.18468
19717.39063	797.65002
19812.44531	821.8362
19912.47559	733.55156
20017.47461	725.01031
20112.50488	786.76762
20207.47754	817.72736
20307.42676	818.60076
20412.39648	782.83101
20517.16406	780.56364
20616.95703	818.2343
20716.85449	744.81366
20816.82031	854.23223
20921.95801	757.84474
21026.94043	744.00303
21116.86133	835.67672
21206.89844	789.18539
21306.88965	726.53871
21406.96582	815.67523
21512.04688	799.5075
21616.95996	784.37957
21716.91504	778.31509
21826.95313	765.452
21931.92773	746.41647
22021.92969	776.40167
22126.94531	795.68243
22226.92188	745.41549
22316.88672	783.99812
22417.01367	735.69961
22517.10547	772.11425
22617.01953	793.07126
22712.13574	759.94363
22807.34375	763.93098
22907.50293	792.20577
23012.6123	750.40005
23117.68066	723.39396
23227.76465	775.49107
23332.70996	793.70816
23427.62305	792.3448
23532.6875	830.62288
23632.72559	807.86997
23732.75098	784.56104
23842.79688	709.34099
23942.72363	769.34657
24037.62012	791.13697
24132.67383	821.31467
24222.71191	761.84088
24317.67578	768.45967
24412.73828	796.48283
24512.74902	827.0535
24622.77832	742.12176
24722.76563	840.31988
24822.75781	750.07051
24937.84863	755.36272
25037.74121	750.20521
25132.48438	857.41625
25237.38477	781.51245
25327.35449	686.1261
25417.3125	781.67703
25517.33496	834.86905
25617.37207	682.41106
25722.41113	776.35456
25832.40137	796.71025
25932.45605	838.14453
26027.49023	831.01451
26127.39063	759.84944
