H	M
-4185.93066	-540.27562
-4226.04785	-528.23327
-4242.02661	-535.72081
-4268.06177	-535.195
-4291.07544	-539.23051
-4336.00415	-535.04002
-4370.95264	-529.43879
-4402.9751	-538.24777
-4439.02563	-532.64496
-4452.0415	-540.34968
-4475.07153	-552.21068
-4515.00903	-538.09527
-4544.95776	-533.71784
-4580.00488	-543.71292
-4612.27246	-554.99745
-4642.18164	-547.65633
-4676.21533	-554.87187
-4691.18823	-555.5418
-4718.1748	-556.84928
-4761.14258	-550.03518
-4798.13599	-549.4565
-4829.17041	-568.84811
-4861.1123	-571.72789
-4876.10278	-554.9461
-4919.12598	-567.42044
-4953.20142	-561.92078
-4986.13013	-560.74021
-5019.15161	-566.54463
-5051.17358	-568.16312
-5065.0708	-549.484
-5090.12305	-572.56502
-5113.22412	-574.43048
-5139.05273	-575.437
-5183.93872	-564.84597
-5221.0166	-576.87093
-5235.0166	-569.81279
-5278.021	-566.49157
-5292.95947	-569.90557
-5317.95557	-588.1702
-5344.00562	-580.09986
-5369.96851	-579.91533
-5395.97241	-585.99066
-5422.94116	-586.42915
-5446.85718	-591.63583
-5470.8855	-594.13882
-5513.91211	-569.28697
-5544.82813	-571.20383
-5576.82153	-577.69416
-5609.91406	-598.99331
-5627.05762	-596.82626
-5652.9541	-595.67671
-5678.92896	-586.7914
-5704.86719	-587.69175
-5730.67236	-586.17633
-5752.59692	-598.57496
-5796.55566	-601.00566
-5810.51172	-598.42913
-5856.54126	-603.30415
-5891.55127	-599.25135
-5922.58667	-609.63333
-5957.54541	-603.24171
-5971.50122	-597.84014
-6016.62915	-606.93442
-6047.39648	-596.23632
-6079.48267	-602.46528
-6091.44507	-601.28467
-6136.56885	-631.70675
-6165.46436	-605.82466
-6198.45239	-612.86077
-6235.45703	-626.48788
-6264.57007	-617.88901
-6297.30469	-617.49996
-6326.31958	-618.95783
-6358.2229	-612.43718
-6373.19604	-614.40316
-6422.34424	-627.27385
-6456.38281	-624.01151
-6471.36768	-617.14334
-6514.26831	-619.93805
-6548.28076	-611.88724
-6582.20557	-629.71041
-6614.22803	-632.48759
-6628.12085	-628.08802
-6653.0791	-627.75374
-6676.22778	-621.45168
-6720.30127	-627.33404
-6753.22632	-630.59024
-6768.17236	-627.95092
-6795.1355	-624.0411
-6843.04492	-626.65055
-6857.88599	-636.00628
-6899.6582	-628.00164
-6913.71265	-637.2099
-6954.59229	-632.06704
-6968.58813	-644.15336
-6994.47437	-636.10414
-7041.50879	-637.06861
-7053.58154	-642.13707
-7096.51978	-637.47685
-7134.51392	-642.236
-7166.4397	-640.9513
-7180.45337	-640.2924
-7221.49219	-656.81989
-7253.51343	-642.47157
-7282.40283	-658.42197
-7316.52441	-663.95441
-7330.55469	-670.83007
-7376.39209	-643.50725
-7390.50708	-657.12402
-7434.33203	-661.52737
-7467.28027	-660.5457
-7499.20557	-650.41462
-7513.32813	-655.27115
-7558.30151	-655.48596
-7572.3623	-660.16087
-7618.26636	-673.64361
-7652.27466	-657.37543
-7685.27026	-654.10556
-7721.23608	-656.11854
-7754.29248	-678.96979
-7769.35522	-652.39263
-7817.1792	-676.2788
-7831.21143	-662.33315
-7856.14502	-670.99088
-7882.10889	-666.30027
-7923.26367	-666.33607
-7960.18384	-680.60568
-7976.15649	-662.30495
-8019.88086	-688.01773
-8054.89282	-676.48283
-8070.83862	-670.90632
-8096.84058	-684.69495
-8138.80811	-668.89191
-8170.8291	-675.48581
-8183.82153	-677.25375
-8206.84961	-668.87442
-8229.86279	-669.7708
-8275.73193	-690.10083
-8290.72949	-689.3648
-8338.71924	-670.48937
-8373.62354	-668.73866
-8408.72461	-681.8993
-8424.67188	-691.37199
-8449.69043	-687.42311
-8475.72217	-692.32243
-8500.66113	-684.74131
-8540.6875	-695.18472
-8573.60205	-687.94344
-8605.53516	-697.90923
-8638.4668	-688.93421
-8671.47412	-682.77767
-8701.51953	-682.26676
-8735.42627	-690.77002
-8770.48828	-688.98401
-8800.52344	-683.48839
-8814.48926	-689.68217
-8842.47705	-683.11841
-8870.38623	-705.89839
-8918.38525	-687.43891
-8952.34521	-711.65102
-8981.30762	-705.51481
-9021.38867	-689.39574
-9036.30908	-711.18318
-9079.33936	-694.46864
-9095.37109	-686.53349
-9120.46582	-713.42078
-9160.88574	-704.63793
-9191.94971	-707.47508
-9221.88037	-696.2703
-9259.87305	-707.13003
-9293.81348	-705.42685
-9308.78564	-715.26109
-9353.75342	-706.54926
-9367.76904	-710.79456
-9393.80566	-715.99627
-9437.71875	-716.58512
-9449.75049	-726.13317
-9497.70508	-709.7321
-9511.69678	-708.27508
-9557.64502	-722.19361
-9591.58008	-713.81715
-9630.51074	-711.93497
-9644.55273	-716.54105
-9669.61377	-731.93889
-9691.60596	-710.66199
-9733.51709	-718.19581
-9768.44385	-723.50289
-9802.36816	-721.87102
-9836.45703	-713.78865
-9849.38379	-711.73894
-9895.43799	-721.06102
-9925.42969	-735.11507
-9960.33691	-716.51575
-9999.53369	-712.50886
-9996.46582	-700.31804
-9984.66992	-728.06266
-9961.30273	-730.19283
-9922.04736	-718.02202
-9890.10059	-725.81251
-9854.1543	-716.37659
-9822.1582	-725.25115
-9783.3374	-728.68105
-9751.37207	-718.73751
-9720.47949	-718.64184
-9706.60791	-721.76641
-9682.5708	-728.50454
-9657.47412	-728.0951
-9611.53906	-740.98079
-9578.76758	-729.14143
-9546.8457	-700.50842
-9513.81982	-714.35942
-9481.93164	-712.01441
-9443.87012	-710.90946
-9427.91162	-706.35788
-9401.03125	-720.53568
-9378.08936	-694.57366
-9355.13379	-734.83805
-9311.19189	-709.57081
-9297.22314	-733.73632
-9270.22363	-701.7132
-9220.29736	-715.3533
-9184.38721	-710.43093
-9170.37451	-691.0477
-9129.89844	-712.47699
-9115.79834	-702.1039
-9071.97705	-699.81147
-9056.99658	-701.00142
-9033.03271	-702.92023
-8988.12598	-706.25649
-8973.12305	-702.57016
-8929.18555	-713.63795
-8916.29248	-707.34518
-8891.40332	-677.50954
-8844.51855	-704.93537
-8831.54053	-704.64154
-8787.61133	-694.253
-8772.71094	-694.49468
-8745.68994	-697.25327
-8719.78271	-698.81887
-8673.84277	-691.82228
-8658.84326	-698.9674
-8610.89258	-695.71982
-8576.90234	-687.85437
-8544.15674	-693.20195
-8511.10791	-691.21452
-8478.23242	-694.19744
-8447.24463	-674.60047
-8433.29395	-692.61475
-8387.38086	-683.17388
-8372.40723	-693.47429
-8328.47119	-681.25792
-8295.46436	-686.19182
-8281.55713	-680.73438
-8236.61768	-677.46762
-8204.6792	-685.97344
-8171.71143	-675.68765
-8156.77466	-684.52322
-8131.823	-685.89888
-8090.78711	-667.99519
-8075.86523	-673.07743
-8030.85498	-681.24524
-7992.11816	-675.20412
-7978.16772	-690.96865
-7952.17456	-676.28962
-7926.15308	-671.56144
-7901.23145	-664.17388
-7875.44507	-678.59385
-7831.41602	-679.83236
-7816.4104	-655.68952
-7770.49438	-671.51759
-7736.42358	-671.52524
-7721.48413	-662.67214
-7675.57666	-651.94245
-7641.59912	-647.52954
-7603.69287	-655.58011
-7587.72632	-667.67663
-7562.7124	-651.44742
-7539.76953	-664.39293
-7516.81836	-673.66694
-7474.74487	-667.58745
-7459.76318	-654.27993
-7413.08618	-678.38811
-7398.01538	-649.3875
-7349.20117	-644.22002
-7334.18286	-651.04352
-7309.104	-656.99275
-7269.1814	-659.14318
-7254.1731	-639.9467
-7228.21167	-650.06371
-7204.23486	-628.13008
-7181.21436	-651.50898
-7155.21899	-655.2494
-7108.42773	-646.501
-7077.38477	-643.62226
-7062.28882	-647.5119
-7036.26587	-644.90882
-6991.44849	-638.37198
-6977.44849	-641.07566
-6935.58057	-642.17093
-6921.55078	-637.05763
-6877.72754	-636.65203
-6842.26489	-634.41982
-6808.06201	-653.80136
-6774.28394	-634.25246
-6737.1333	-633.08904
-6708.27856	-639.5881
-6676.26392	-629.62394
-6660.28564	-644.85503
-6613.33276	-628.95874
-6601.2915	-636.98237
-6577.32397	-628.32745
-6535.3999	-622.89261
-6502.45947	-623.61307
-6469.56445	-620.39833
-6433.5083	-624.4034
-6404.47314	-621.26142
-6369.52319	-641.48028
-6356.44141	-624.67041
-6312.49023	-622.67355
-6297.52002	-615.15229
-6251.65576	-622.56886
-6219.7207	-618.75467
-6186.70361	-607.31434
-6147.84692	-619.49968
-6115.70288	-620.91235
-6102.61133	-615.07145
-6059.76782	-604.46278
-6027.86914	-597.79224
-5995.8147	-626.27856
-5967.82129	-605.21396
-5953.79932	-615.22084
-5928.89063	-607.1763
-5903.96313	-585.24711
-5876.94312	-600.51626
-5826.77612	-610.02044
-5814.82349	-582.74175
-5773.85254	-621.797
-5760.93066	-603.80447
-5735.09009	-600.60159
-5692.23389	-589.31621
-5678.15088	-610.38293
-5628.3269	-585.83942
-5598.34229	-599.95196
-5569.16943	-587.02128
-5537.32813	-580.86264
-5521.32593	-587.23925
-5473.25806	-582.39564
-5440.36499	-571.40576
-5412.26489	-598.03835
-5379.34717	-579.09059
-5363.24854	-579.44018
-5318.38696	-580.03792
-5288.37012	-588.55542
-5253.46362	-578.43866
-5240.46729	-577.7
-5194.41968	-559.17142
-5180.31152	-587.22974
-5136.55811	-567.89588
-5122.63428	-572.17611
-5099.62573	-573.11863
-5055.62036	-584.05391
-5021.71338	-582.4239
-4987.45239	-584.98331
-4956.42017	-574.03408
-4921.48926	-577.00361
-4889.56006	-569.24731
-4874.62231	-569.67553
-4829.56079	-558.06066
-4815.59375	-571.25152
-4772.72119	-564.17097
-4759.71875	-556.97186
-4715.67456	-555.09794
-4701.68945	-570.88401
-4675.64746	-567.09848
-4627.75879	-564.92895
-4611.86035	-564.28734
-4584.61084	-552.44367
-4539.70093	-563.09366
-4507.58276	-544.97334
-4474.62134	-558.50116
-4443.63574	-538.20879
-4409.58154	-543.2888
-4395.55615	-535.24943
-4349.47559	-550.83334
-4335.50122	-550.93798
-4291.63062	-547.60795
-4275.69458	-547.38852
-4230.62866	-534.53391
-4192.64014	-526.35779
-4158.6167	-541.98827
-4145.57568	-538.08924
-4101.55273	-536.78858
-4069.67957	-539.54837
-4054.7655	-526.83577
-4009.72351	-524.42207
-3993.75391	-519.34667
-3947.86267	-529.08294
-3934.80005	-510.25109
-3894.8219	-532.75212
-3881.79297	-518.40338
-3855.85242	-510.49178
-3828.89124	-518.74925
-3787.82056	-523.40666
-3754.01868	-517.48134
-3720.92871	-505.84762
-3691.10999	-512.64306
-3678.02405	-511.73168
-3633.95642	-503.29918
-3599.85022	-513.10071
-3586.81177	-511.02377
-3563.87769	-514.47832
-3537.84119	-503.72599
-3494.92285	-509.69257
-3480.97009	-508.66678
-3436.13538	-502.78924
-3423.21313	-493.75979
-3400.28674	-502.35256
-3357.31665	-501.61758
-3325.32996	-488.50591
-3290.32861	-476.51932
-3259.27893	-491.11483
-3245.3053	-482.66591
-3220.23401	-498.70567
-3174.34021	-484.8291
-3159.29321	-478.18232
-3113.2915	-466.58737
-3098.37158	-493.55824
-3051.3335	-489.21149
-3019.37598	-477.94369
-2989.35889	-478.30923
-2977.396	-471.55102
-2952.41541	-477.66967
-2926.40137	-466.88077
-2879.49951	-466.12263
-2865.58643	-465.61845
-2839.64856	-471.32482
-2794.60583	-467.46374
-2780.64819	-461.49467
-2738.61169	-452.81848
-2723.61499	-461.99369
-2673.62292	-457.79797
-2642.59558	-453.60745
-2611.48877	-459.55882
-2598.66711	-448.86082
-2551.59302	-456.10329
-2538.72424	-430.90953
-2494.70105	-450.2649
-2460.63574	-435.5388
-2429.57239	-445.41217
-2398.65564	-444.9783
-2367.57251	-430.21442
-2334.71521	-438.82371
-2320.69727	-433.71502
-2274.14404	-436.16334
-2240.31958	-424.02281
-2209.21558	-425.05475
-2175.21973	-421.88501
-2162.20508	-430.33424
-2120.22998	-412.44725
-2107.2019	-411.41503
-2060.27148	-418.75563
-2046.16956	-421.22757
-2022.10992	-413.41029
-1979.20447	-420.14972
-1964.29919	-402.98156
-1917.1441	-397.29265
-1902.21399	-407.63767
-1876.30591	-396.73003
-1830.13123	-406.25313
-1820.13171	-390.17808
-1781.30029	-402.25984
-1752.17096	-399.89661
-1719.26691	-394.47987
-1687.29816	-390.08118
-1654.39966	-382.4343
-1623.37555	-382.46508
-1592.40558	-368.19822
-1556.37482	-381.6975
-1542.44061	-380.97403
-1496.33099	-368.20731
-1480.34973	-362.13112
-1456.34021	-373.38787
-1416.41406	-368.01015
-1403.44623	-368.90322
-1377.40839	-358.0417
-1351.42926	-380.55392
-1326.43414	-343.67302
-1281.46942	-356.87737
-1252.21722	-354.1694
-1216.4057	-342.25775
-1202.43854	-345.53186
-1178.4223	-340.32813
-1135.72931	-336.49267
-1119.72015	-347.358
-1096.69141	-340.89416
-1050.7226	-337.17994
-1019.77756	-332.92045
-1004.79425	-325.04767
-956.72458	-323.41862
-942.68509	-321.45489
-920.66089	-317.14513
-877.72296	-313.36836
-862.69406	-309.42602
-818.65973	-308.75455
-789.69315	-311.279
-753.7525	-292.5665
-717.6778	-287.92049
-684.68814	-291.3221
-669.69748	-282.83616
-644.68707	-288.65727
-600.64609	-287.30297
-585.67392	-266.52368
-540.80417	-269.63101
-523.84402	-265.54374
-500.8744	-272.90516
-458.78755	-252.33277
-418.90378	-245.34852
-404.9247	-243.76668
-358.90143	-236.01301
-343.81953	-238.79271
-298.77051	-235.11661
-268.84923	-223.24523
-237.82821	-211.40785
-224.80296	-221.90535
-179.93577	-209.27754
-165.894	-194.90839
-119.9583	-203.27819
-104.96566	-182.12882
-61.98874	-173.10086
-30.03291	-155.80013
4.97308	-139.24012
40.11399	-133.91496
53.97349	-107.6231
77.9292	-97.86327
100.90664	-76.91293
142.93552	-48.2802
157.92499	-37.87169
184.93505	-2.08642
226.86341	24.54036
239.78115	31.0769
264.73539	49.54937
290.77069	68.49033
334.68076	73.79162
348.60481	122.08452
388.62737	129.38299
402.61342	137.46626
428.6015	153.56671
469.56346	177.66799
501.5314	193.05652
534.43097	197.14051
568.22577	208.56817
582.26019	219.50725
609.24396	230.37131
634.20483	233.22258
659.26212	229.16694
702.93011	241.19465
716.02502	260.2494
760.97882	271.43827
795.88327	264.75442
811.95444	281.56497
856.89255	288.32821
888.77899	277.39474
921.74625	297.35027
953.67014	294.61307
968.59296	304.15728
992.61584	315.7834
1014.61816	311.01438
1038.60028	298.87276
1064.5462	312.04715
1107.50171	333.36778
1121.42664	330.19949
1168.20386	324.39836
1203.1488	330.82252
1216.08301	325.53709
1260.06201	337.30783
1273.03015	340.52886
1297.02167	344.18443
1322.99329	353.82578
1370.92261	339.49397
1386.77307	349.77663
1411.73071	357.52001
1435.73212	352.63933
1480.6073	356.8736
1511.5946	364.04903
1542.52698	363.96274
1554.5354	363.85398
1577.52405	368.93343
1620.42615	361.67996
1634.396	370.32996
1681.34845	384.03568
1714.17047	373.32576
1748.17084	376.19811
1779.13635	389.40021
1821.08923	387.24011
1855.03748	400.28738
1869.03137	403.42226
1891.94104	401.83039
1916.95746	413.18944
1959.78314	397.20322
1991.69562	415.1095
2023.70807	407.87767
2056.60266	401.05744
2091.58276	404.82038
2107.57996	411.51999
2133.56775	414.23173
2157.43542	426.67455
2199.44543	416.69562
2213.46484	420.48592
2239.41638	415.93355
2282.81921	426.39764
2293.72681	421.7746
2335.56873	430.39608
2368.37939	435.99181
2401.45801	424.40477
2438.4093	434.21591
2452.44702	432.17072
2479.38062	444.254
2524.40942	454.24203
2538.35583	437.14063
2579.23096	449.21276
2594.0824	457.25159
2637.07214	438.97662
2651.1311	452.98418
2677.12695	445.1674
2705.12366	445.49993
2730.07263	463.43782
2777.93689	446.06652
2811.90259	459.53406
2827.80493	451.64004
2854.72351	466.87047
2898.57446	466.06853
2912.63562	459.35909
2956.49939	477.06306
2971.50159	466.6515
2995.60059	474.15468
3040.67944	477.71697
3074.33826	478.80349
3088.44299	482.18776
3111.42603	470.49953
3136.38916	485.09822
3162.38159	479.76673
3203.41235	476.23204
3241.43738	488.12631
3277.4895	471.90577
3309.53589	487.04699
3324.45654	480.12352
3349.39612	488.31176
3376.45483	497.00799
3403.40576	490.89283
3447.33301	498.70503
3462.2428	502.84839
3486.24622	503.38241
3511.36157	517.91492
3558.47961	502.24914
3572.49634	494.39931
3596.46045	494.78892
3640.47949	506.68377
3655.38391	496.89678
3699.36829	510.59426
3732.55615	510.61749
3764.47717	507.05988
3796.39758	521.9508
3826.49414	512.26375
3861.49084	519.92495
3895.44617	517.25627
3924.42908	517.44451
3959.45837	524.75764
3994.42432	524.41141
4024.28979	522.91626
4056.31409	524.76993
4070.2666	534.49147
4097.30469	517.4303
4125.28418	524.92899
4150.29199	527.696
4193.21875	528.8179
4226.24585	543.96803
4262.3042	523.78651
4276.25879	534.52914
4316.2439	541.71738
4330.23999	544.19904
4356.15283	531.2526
4383.13672	547.28838
4429.12964	535.3858
4461.2439	535.71869
4493.17773	542.39249
4524.14233	539.38533
