H	M
5806.07617	1.28484E-4
5791.03735	1.2945E-4
5766.1228	1.28474E-4
5718.10254	1.29968E-4
5703.27637	1.30803E-4
5657.45337	1.25854E-4
5620.43652	1.27671E-4
5607.52515	1.26503E-4
5586.48608	1.26477E-4
5561.42725	1.28434E-4
5518.37939	1.28283E-4
5503.3999	1.29898E-4
5476.50879	1.29756E-4
5452.4646	1.28965E-4
5408.60669	1.29299E-4
5376.49951	1.28407E-4
5361.58398	1.27155E-4
5334.64502	1.28177E-4
5311.56079	1.28814E-4
5289.56494	1.26659E-4
5246.63647	1.27563E-4
5214.62427	1.28112E-4
5181.57397	1.27418E-4
5148.67358	1.2635E-4
5109.79419	1.27141E-4
5095.80273	1.25963E-4
5070.77856	1.27304E-4
5046.81934	1.27938E-4
5001.80957	1.25281E-4
4965.87939	1.25201E-4
4936.88306	1.27429E-4
4921.78149	1.26996E-4
4895.78345	1.26545E-4
4870.87305	1.26368E-4
4822.97485	1.25005E-4
4807.02417	1.29337E-4
4758.03662	1.26134E-4
4744.06299	1.26113E-4
4702.04224	1.23587E-4
4689.00366	1.2633E-4
4665.95825	1.26026E-4
4622.06177	1.25024E-4
4589.00391	1.25166E-4
4558.77539	1.25331E-4
4522.66553	1.24828E-4
4491.66406	1.25646E-4
4456.65796	1.24797E-4
4424.57275	1.23792E-4
4385.5166	1.24187E-4
4354.64941	1.25796E-4
4341.59741	1.25928E-4
4315.61719	1.22215E-4
4289.71118	1.25807E-4
4264.6665	1.2476E-4
4217.77417	1.22372E-4
4185.73047	1.21678E-4
4171.78906	1.24984E-4
4125.71509	1.23163E-4
4111.6748	1.22401E-4
4087.6604	1.24094E-4
4042.8186	1.21676E-4
4028.7876	1.24257E-4
3980.9043	1.24245E-4
3942.95789	1.23238E-4
3907.98413	1.23101E-4
3876.8772	1.21573E-4
3844.04858	1.22312E-4
3813.13318	1.22241E-4
3797.12476	1.22134E-4
3753.05566	1.20124E-4
3721.13232	1.21806E-4
3678.12244	1.19862E-4
3664.2323	1.20849E-4
3622.21008	1.20126E-4
3587.02405	1.20878E-4
3571.06616	1.21412E-4
3524.18945	1.2051E-4
3488.22693	1.20372E-4
3473.16833	1.20628E-4
3447.13037	1.19064E-4
3403.26172	1.19587E-4
3386.30127	1.19027E-4
3337.4585	1.20137E-4
3322.42371	1.2096E-4
3279.45874	1.17036E-4
3266.49292	1.18165E-4
3219.45093	1.18067E-4
3182.4967	1.16137E-4
3168.53906	1.18086E-4
3146.43909	1.18412E-4
3102.53894	1.16092E-4
3087.46753	1.16564E-4
3041.51733	1.17964E-4
3010.46875	1.17042E-4
2974.44641	1.17378E-4
2941.57776	1.16118E-4
2907.474	1.16854E-4
2891.51575	1.15307E-4
2864.61096	1.15478E-4
2838.56067	1.1415E-4
2813.5752	1.15115E-4
2768.68884	1.13934E-4
2736.7594	1.1517E-4
2701.71875	1.13422E-4
2667.62842	1.13752E-4
2652.62024	1.12738E-4
2627.71924	1.13533E-4
2577.69592	1.11752E-4
2562.69226	1.11858E-4
2517.82056	1.12768E-4
2504.82202	1.13718E-4
2479.83142	1.12009E-4
2437.89526	1.13161E-4
2400.76428	1.10099E-4
2360.82397	1.09216E-4
2325.88574	1.10079E-4
2311.8656	1.11155E-4
2265.47144	1.1187E-4
2233.51184	1.10978E-4
2218.50269	1.10413E-4
2192.58655	1.08842E-4
2149.61133	1.08738E-4
2117.63391	1.09062E-4
2080.56689	1.08216E-4
2046.62445	1.09553E-4
2030.67261	1.07142E-4
2005.65344	1.06888E-4
1959.72424	1.06828E-4
1943.72516	1.0618E-4
1917.7403	1.08025E-4
1892.72821	1.05698E-4
1865.664	1.06368E-4
1816.69458	1.05343E-4
1800.69617	1.05009E-4
1754.81219	1.03627E-4
1739.74274	1.04261E-4
1714.70947	1.0339E-4
1689.82971	1.0146E-4
1663.91547	9.98913E-5
1619.97491	1.01284E-4
1604.979	1.00602E-4
1560.86743	9.94531E-5
1528.9577	9.62767E-5
1498.85126	9.30767E-5
1464.90472	8.6423E-5
1449.91351	8.31169E-5
1408.0022	7.5588E-5
1376.04041	7.32414E-5
1343.05573	6.99072E-5
1329.04425	6.83524E-5
1301.96362	6.72407E-5
1274.8725	6.49688E-5
1248.98901	6.39231E-5
1204.04572	5.92426E-5
1170.05469	5.95209E-5
1133.07507	5.71037E-5
1101.27789	5.69867E-5
1067.26477	5.64551E-5
1035.32751	5.33822E-5
1004.25528	5.32129E-5
990.1962	5.22022E-5
966.20837	5.01485E-5
923.22559	4.86402E-5
910.29688	4.78267E-5
866.24258	4.7215E-5
835.25406	4.56446E-5
802.27911	4.52088E-5
769.33893	4.42426E-5
734.28391	4.19379E-5
720.405	4.29287E-5
696.44308	4.166E-5
672.32175	4.08031E-5
627.2731	3.93864E-5
613.39999	3.79123E-5
587.4249	3.67951E-5
541.45499	3.43149E-5
530.46188	3.40019E-5
507.51079	3.40719E-5
463.38728	3.22243E-5
450.44698	3.34157E-5
408.54979	3.05015E-5
393.5768	2.95295E-5
347.50473	2.78985E-5
318.48074	2.78923E-5
285.63242	2.57176E-5
271.64809	2.55242E-5
249.62805	2.47162E-5
202.73632	2.18028E-5
187.74191	2.10756E-5
145.61575	2.08792E-5
115.70131	1.92821E-5
83.68933	1.58106E-5
69.71659	1.74444E-5
42.80094	1.29898E-5
16.78188	1.40658E-5
-32.23493	9.70326E-6
-47.17143	7.86538E-6
-72.22877	7.78129E-6
-99.21045	3.93926E-6
-126.18253	4.04278E-6
-150.20313	1.29679E-6
-193.24788	4.96551E-7
-208.25824	-2.07935E-7
-233.16612	-2.62115E-6
-277.21637	-4.51655E-6
-291.14449	-5.85685E-6
-336.11185	-8.25577E-6
-350.12689	-7.49737E-6
-390.95761	-8.7796E-6
-405.94827	-1.17489E-5
-452.94923	-1.15701E-5
-484.91249	-1.57103E-5
-499.91737	-1.50951E-5
-542.90134	-1.73008E-5
-558.80164	-1.67526E-5
-584.68692	-1.77488E-5
-609.60611	-1.82773E-5
-657.56442	-1.95562E-5
-688.50952	-2.16135E-5
-720.54959	-2.3989E-5
-756.50677	-2.45798E-5
-791.46713	-2.56253E-5
-805.4856	-2.55928E-5
-829.53342	-2.68668E-5
-873.4834	-2.82438E-5
-887.44196	-2.8064E-5
-930.41687	-2.98085E-5
-945.34067	-3.11401E-5
-988.29672	-3.24722E-5
-1019.31165	-3.18254E-5
-1033.25171	-3.34918E-5
-1078.29828	-3.19051E-5
-1113.25818	-3.55918E-5
-1127.1366	-3.54937E-5
-1148.9563	-3.71591E-5
-1190.7218	-3.84569E-5
-1204.73358	-3.69077E-5
-1227.66589	-3.84624E-5
-1250.63019	-3.8435E-5
-1296.6828	-3.96348E-5
-1336.60071	-4.04078E-5
-1370.45789	-4.11292E-5
-1400.54053	-4.2075E-5
-1415.48193	-4.20578E-5
-1458.41827	-4.27633E-5
-1472.36237	-4.5429E-5
-1516.29724	-4.44243E-5
-1552.22601	-4.52174E-5
-1567.27863	-4.75966E-5
-1611.2066	-4.73616E-5
-1626.24243	-4.72198E-5
-1671.12036	-4.93611E-5
-1685.11627	-4.97895E-5
-1738.04437	-5.00066E-5
-1771.98364	-5.15414E-5
-1784.91345	-5.10783E-5
-1807.83221	-5.28857E-5
-1851.88214	-5.50211E-5
-1880.69171	-5.50777E-5
-1895.77942	-5.44908E-5
-1939.6972	-5.61072E-5
-1974.72937	-5.60347E-5
-1989.685	-5.57477E-5
-2015.57092	-5.68226E-5
-2041.59131	-5.84616E-5
-2066.61621	-5.81153E-5
-2111.40625	-5.80661E-5
-2147.45776	-5.87876E-5
-2163.42358	-6.08743E-5
-2187.39758	-6.10118E-5
-2211.35925	-6.24902E-5
-2254.3512	-5.98925E-5
-2293.98206	-6.26359E-5
-2310.88245	-6.32104E-5
-2351.68994	-6.42981E-5
-2366.69421	-6.48882E-5
-2414.62024	-6.64298E-5
-2430.57898	-6.67279E-5
-2477.63599	-6.66175E-5
-2512.6283	-6.86377E-5
-2553.48853	-6.8919E-5
-2569.45923	-7.00522E-5
-2595.41882	-6.93391E-5
-2619.4292	-7.07833E-5
-2643.43274	-7.03715E-5
-2667.41492	-7.27717E-5
-2692.37781	-7.31182E-5
-2736.31812	-7.32265E-5
-2774.28369	-7.34461E-5
-2789.18042	-7.36134E-5
-2834.18811	-7.51303E-5
-2848.15918	-7.61028E-5
-2896.04199	-7.79263E-5
-2911.07703	-7.8284E-5
-2955.96948	-7.85295E-5
-2989.98206	-8.0533E-5
-3002.95984	-7.98389E-5
-3025.9126	-8.13526E-5
-3070.9657	-8.23809E-5
-3084.95081	-8.00689E-5
-3109.96838	-8.29858E-5
-3154.8175	-8.24152E-5
-3191.92529	-8.49261E-5
-3207.9198	-8.50676E-5
-3252.8988	-8.65097E-5
-3265.89319	-8.62933E-5
-3290.92676	-8.63524E-5
-3316.94043	-8.74002E-5
-3358.96948	-9.00829E-5
-3372.05762	-8.94611E-5
-3416.13806	-9.19596E-5
-3428.81067	-9.0923E-5
-3471.75989	-9.39176E-5
-3503.61975	-9.37744E-5
-3519.76245	-9.29886E-5
-3543.87439	-9.61355E-5
-3588.94946	-9.5724E-5
-3603.92859	-9.52922E-5
-3649.04138	-9.8312E-5
-3680.92969	-1.00131E-4
-3711.98682	-1.00207E-4
-3746.95374	-1.00738E-4
-3780.9458	-1.00845E-4
-3812.90637	-1.02473E-4
-3828.9054	-1.04861E-4
-3871.93958	-1.03318E-4
-3886.85266	-1.0226E-4
-3909.85266	-1.0617E-4
-3936.02466	-1.05095E-4
-3962.07678	-1.06528E-4
-4001.85059	-1.08167E-4
-4036.86658	-1.08504E-4
-4072.74451	-1.10198E-4
-4086.7926	-1.09108E-4
-4134.91553	-1.10654E-4
-4149.0105	-1.09593E-4
-4173.97534	-1.11771E-4
-4213.90186	-1.12054E-4
-4250.85596	-1.1316E-4
-4265.93433	-1.12673E-4
-4309.87354	-1.13906E-4
-4322.82886	-1.14512E-4
-4368.90112	-1.14354E-4
-4384.86938	-1.13859E-4
-4428.90576	-1.16074E-4
-4442.91968	-1.15457E-4
-4485.79565	-1.16129E-4
-4501.94653	-1.16521E-4
-4547.97363	-1.16301E-4
-4580.96338	-1.17861E-4
-4594.96191	-1.18291E-4
-4638.96387	-1.18438E-4
-4674.08643	-1.1794E-4
-4690.04883	-1.18739E-4
-4737.07324	-1.17654E-4
-4748.08862	-1.181E-4
-4790.13696	-1.2097E-4
-4821.13989	-1.18892E-4
-4852.04346	-1.21667E-4
-4885.02905	-1.20002E-4
-4900.12256	-1.20774E-4
-4946.02197	-1.19805E-4
-4987.95996	-1.21546E-4
-5002.07422	-1.21801E-4
-5026.01489	-1.19868E-4
-5049.99878	-1.20939E-4
-5094.02051	-1.22235E-4
-5126.11475	-1.21359E-4
-5142.07617	-1.23288E-4
-5167.00781	-1.22448E-4
-5212.93481	-1.23156E-4
-5226.9209	-1.22276E-4
-5251.00439	-1.22769E-4
-5295.94409	-1.22702E-4
-5311.0061	-1.22078E-4
-5353.92114	-1.23516E-4
-5385.99072	-1.21318E-4
-5417.95752	-1.2369E-4
-5451.83374	-1.23591E-4
-5465.86401	-1.23697E-4
-5516.88916	-1.23765E-4
-5529.93774	-1.23559E-4
-5574.87671	-1.22082E-4
-5589.86572	-1.23441E-4
-5633.88135	-1.24144E-4
-5667.802	-1.23643E-4
-5702.80859	-1.23788E-4
-5714.73242	-1.23176E-4
-5753.63452	-1.23693E-4
-5788.53394	-1.24541E-4
-5802.51929	-1.25459E-4
-5847.59985	-1.24317E-4
-5881.63159	-1.25017E-4
-5916.52344	-1.23252E-4
-5956.50098	-1.22672E-4
-5989.54736	-1.24453E-4
-6003.49365	-1.24945E-4
-6029.54053	-1.23766E-4
-6075.40161	-1.24523E-4
-6108.52563	-1.27094E-4
-6122.44263	-1.25658E-4
-6166.39355	-1.2591E-4
-6201.55713	-1.24762E-4
-6232.46118	-1.26944E-4
-6247.45996	-1.25136E-4
-6293.45605	-1.25173E-4
-6308.43091	-1.25169E-4
-6334.39453	-1.23614E-4
-6377.31934	-1.25639E-4
-6391.29663	-1.23817E-4
-6439.29346	-1.26192E-4
-6452.3291	-1.2542E-4
-6495.27319	-1.24977E-4
-6529.32568	-1.26977E-4
-6559.34204	-1.25008E-4
-6593.23853	-1.26001E-4
-6630.33057	-1.27705E-4
-6645.24072	-1.24857E-4
-6670.21094	-1.26007E-4
-6717.20581	-1.26241E-4
-6734.30469	-1.25817E-4
-6776.18188	-1.2755E-4
-6811.29004	-1.27177E-4
-6825.28564	-1.25719E-4
-6871.82959	-1.25659E-4
-6885.74707	-1.27717E-4
-6931.57202	-1.25366E-4
-6946.53247	-1.24791E-4
-6990.63989	-1.24892E-4
-7005.60889	-1.25528E-4
-7050.59668	-1.28257E-4
-7065.57202	-1.26888E-4
-7111.59741	-1.25887E-4
-7146.47168	-1.27306E-4
-7161.59497	-1.23799E-4
-7185.58398	-1.28857E-4
-7229.47852	-1.27164E-4
-7242.51343	-1.26413E-4
-7288.47974	-1.25871E-4
-7303.49829	-1.24743E-4
-7352.49683	-1.25862E-4
-7366.44556	-1.26559E-4
-7413.48047	-1.25762E-4
-7449.41919	-1.29003E-4
-7482.36865	-1.26299E-4
-7499.39648	-1.25452E-4
-7525.37329	-1.28305E-4
-7569.3877	-1.25808E-4
-7583.32275	-1.26563E-4
-7626.35474	-1.2827E-4
-7658.27734	-1.26535E-4
-7692.33521	-1.27623E-4
-7728.28662	-1.27738E-4
-7742.29321	-1.26321E-4
-7766.2522	-1.26027E-4
-7812.24463	-1.27272E-4
-7846.20923	-1.27962E-4
-7860.1958	-1.25805E-4
-7883.14551	-1.25429E-4
-7928.27197	-1.26854E-4
-7943.22388	-1.27238E-4
-7986.14941	-1.26207E-4
-8020.88574	-1.2792E-4
-8055.93799	-1.26448E-4
-8070.97778	-1.27819E-4
-8098.90186	-1.25588E-4
-8124.91016	-1.26048E-4
-8165.87549	-1.25697E-4
-8179.90771	-1.26286E-4
-8206.88135	-1.26432E-4
-8256.90381	-1.2778E-4
-8297.85352	-1.25924E-4
-8332.7793	-1.26705E-4
-8346.854	-1.26637E-4
-8372.86084	-1.287E-4
-8399.85303	-1.24696E-4
-8446.79834	-1.25465E-4
-8459.82959	-1.27303E-4
-8505.73535	-1.28064E-4
-8518.70605	-1.26552E-4
-8543.81006	-1.26639E-4
-8587.58594	-1.28616E-4
-8602.55566	-1.26988E-4
-8653.63623	-1.27293E-4
-8688.68262	-1.28018E-4
-8702.6543	-1.26381E-4
-8727.61035	-1.27171E-4
-8773.55176	-1.27468E-4
-8787.6792	-1.2712E-4
-8813.64502	-1.26791E-4
-8839.52002	-1.26336E-4
-8888.64014	-1.26298E-4
-8917.62207	-1.26985E-4
-8951.54199	-1.2631E-4
-8987.52588	-1.23519E-4
-9003.52148	-1.29554E-4
-9050.46875	-1.30782E-4
-9064.5459	-1.24441E-4
-9089.6416	-1.27728E-4
-9116.68359	-1.284E-4
-9142.83496	-1.27818E-4
-9169.06592	-1.26553E-4
-9216.28223	-1.28495E-4
-9250.26709	-1.25041E-4
-9265.16455	-1.26789E-4
-9310.14404	-1.26607E-4
-9324.14209	-1.28617E-4
-9370.12646	-1.25114E-4
-9400.05957	-1.29441E-4
-9432.08691	-1.28851E-4
-9471.08643	-1.27093E-4
-9486.10205	-1.2398E-4
-9532.0874	-1.25348E-4
-9569.04053	-1.2651E-4
-9600.09912	-1.26295E-4
-9632.19238	-1.26407E-4
-9648.0791	-1.27944E-4
-9691.02295	-1.26902E-4
-9704.96484	-1.27667E-4
-9749.85693	-1.25566E-4
-9764.91943	-1.26337E-4
-9812.88477	-1.26485E-4
-9847.95898	-1.25817E-4
-9886.84326	-1.27299E-4
-9918.83496	-1.27679E-4
-9951.88477	-1.27009E-4
-9965.86475	-1.25216E-4
-10000.01074	-1.25599E-4
-9986.28418	-1.29152E-4
-9953.13867	-1.25814E-4
-9938.30859	-1.27226E-4
-9891.70703	-1.26327E-4
-9857.55957	-1.24411E-4
-9821.66357	-1.27534E-4
-9805.75049	-1.29812E-4
-9781.8125	-1.2635E-4
-9737.77246	-1.2585E-4
-9723.8042	-1.25046E-4
-9699.01318	-1.26782E-4
-9672.15088	-1.28662E-4
-9646.17969	-1.23863E-4
-9595.27295	-1.28093E-4
-9581.32715	-1.23768E-4
-9533.39209	-1.26376E-4
-9518.40088	-1.29669E-4
-9474.48633	-1.26015E-4
-9439.51074	-1.26641E-4
-9410.63281	-1.27412E-4
-9395.66895	-1.29565E-4
-9348.80859	-1.28733E-4
-9334.89014	-1.2601E-4
-9294.7373	-1.27989E-4
-9261.83936	-1.26867E-4
-9228.89014	-1.28771E-4
-9188.09961	-1.28821E-4
-9151.7334	-1.29108E-4
-9118.46973	-1.2709E-4
-9088.40479	-1.27986E-4
-9075.46094	-1.29255E-4
-9029.61035	-1.25625E-4
-8994.646	-1.26809E-4
-8960.78369	-1.25645E-4
-8944.81787	-1.29289E-4
-8898.79541	-1.27059E-4
-8869.84619	-1.28859E-4
-8835.89844	-1.28832E-4
-8801.03418	-1.28816E-4
-8768.03711	-1.28305E-4
-8736.104	-1.30312E-4
-8702.04541	-1.27864E-4
-8685.07959	-1.28234E-4
-8660.14844	-1.27602E-4
-8613.2749	-1.24692E-4
-8578.3252	-1.26554E-4
-8549.35547	-1.29933E-4
-8515.58984	-1.28358E-4
-8500.69678	-1.26362E-4
-8456.5957	-1.29009E-4
-8443.66553	-1.2595E-4
-8397.71045	-1.25837E-4
-8380.82861	-1.29081E-4
-8333.75342	-1.25369E-4
-8300.80322	-1.29407E-4
-8270.91699	-1.28801E-4
-8237.9292	-1.29177E-4
-8222.9707	-1.27351E-4
-8177.02197	-1.27707E-4
-8161.08447	-1.28234E-4
-8115.15942	-1.29711E-4
-8101.16919	-1.27727E-4
-8055.23218	-1.26343E-4
-8041.24023	-1.29443E-4
-7995.43506	-1.26969E-4
-7958.479	-1.28001E-4
-7944.60327	-1.27012E-4
-7900.69043	-1.2946E-4
-7869.67969	-1.2712E-4
-7855.68677	-1.28632E-4
-7813.72461	-1.28291E-4
-7776.84595	-1.28545E-4
-7761.80518	-1.30411E-4
-7714.87915	-1.3062E-4
-7679.96411	-1.29024E-4
-7649.08594	-1.28943E-4
-7613.97754	-1.31719E-4
-7600.98755	-1.27049E-4
-7553.93481	-1.26351E-4
-7542.98706	-1.31281E-4
-7505.0127	-1.27471E-4
-7490.02173	-1.2724E-4
-7443.20068	-1.29986E-4
-7427.35156	-1.31518E-4
-7401.36426	-1.27501E-4
-7356.37817	-1.28889E-4
-7342.36206	-1.26754E-4
-7297.39624	-1.28484E-4
-7282.43115	-1.3087E-4
-7257.45068	-1.24566E-4
-7233.46753	-1.259E-4
-7208.54175	-1.29056E-4
-7161.59009	-1.28405E-4
-7147.61914	-1.28448E-4
-7102.67798	-1.31326E-4
-7086.66699	-1.26171E-4
-7041.5625	-1.25897E-4
-7010.61914	-1.2943E-4
-6979.71997	-1.28579E-4
-6964.72852	-1.28184E-4
-6936.74512	-1.30098E-4
-6891.7041	-1.2573E-4
-6860.20728	-1.24836E-4
-6846.17188	-1.31117E-4
-6801.45825	-1.28782E-4
-6787.46411	-1.28016E-4
-6739.44434	-1.26878E-4
-6707.58545	-1.28648E-4
-6671.51196	-1.29793E-4
-6655.53418	-1.28911E-4
-6629.57178	-1.26166E-4
-6604.51465	-1.29311E-4
-6559.54517	-1.25622E-4
-6545.61304	-1.30142E-4
-6519.63892	-1.25416E-4
-6469.6626	-1.24672E-4
-6453.67188	-1.27188E-4
-6427.56641	-1.30297E-4
-6400.62695	-1.24548E-4
-6351.66748	-1.27454E-4
-6338.59106	-1.29067E-4
-6314.74023	-1.29871E-4
-6272.84204	-1.25808E-4
-6237.85767	-1.26925E-4
-6222.93774	-1.28272E-4
-6176.92749	-1.27816E-4
-6144.82642	-1.29695E-4
-6113.83984	-1.25945E-4
-6079.87134	-1.2738E-4
-6065.03906	-1.28334E-4
-6040.0564	-1.26173E-4
-5995.23364	-1.29187E-4
-5961.14771	-1.29757E-4
-5920.19189	-1.27537E-4
-5906.1521	-1.26439E-4
-5859.19409	-1.24335E-4
-5825.18799	-1.25954E-4
-5808.15381	-1.27603E-4
-5767.1001	-1.26239E-4
-5752.16064	-1.25491E-4
-5706.42578	-1.26141E-4
-5688.44849	-1.26251E-4
-5664.50366	-1.26287E-4
-5621.5625	-1.28866E-4
-5606.5188	-1.24111E-4
-5561.51831	-1.25514E-4
-5526.56836	-1.23102E-4
-5510.5791	-1.27451E-4
-5484.58032	-1.27079E-4
-5457.64844	-1.28111E-4
-5430.64893	-1.2421E-4
-5386.61377	-1.24851E-4
-5355.76416	-1.26046E-4
-5319.61743	-1.23683E-4
-5286.52051	-1.2411E-4
-5270.54077	-1.27819E-4
-5222.38818	-1.25655E-4
-5207.51196	-1.25749E-4
-5182.55786	-1.23822E-4
-5157.63086	-1.23516E-4
-5130.68018	-1.26726E-4
-5103.67871	-1.24343E-4
-5059.62988	-1.2457E-4
-5023.7124	-1.26096E-4
-4990.64844	-1.22483E-4
-4956.69019	-1.26185E-4
-4943.68018	-1.23184E-4
-4897.68433	-1.22648E-4
-4882.59912	-1.25875E-4
-4839.68335	-1.25482E-4
-4824.7002	-1.24829E-4
-4798.85181	-1.25128E-4
-4756.82007	-1.25651E-4
-4722.78467	-1.23959E-4
-4706.77881	-1.21965E-4
-4661.66675	-1.22656E-4
-4626.69531	-1.20978E-4
-4594.76929	-1.21362E-4
-4559.67969	-1.24639E-4
-4546.59155	-1.23125E-4
-4524.62256	-1.22072E-4
-4480.70752	-1.21254E-4
-4450.60986	-1.2288E-4
-4418.62427	-1.23889E-4
-4404.63916	-1.21822E-4
-4356.52002	-1.21632E-4
-4343.54663	-1.20841E-4
-4297.72949	-1.22091E-4
-4261.677	-1.22887E-4
-4247.7063	-1.2134E-4
-4222.69531	-1.23291E-4
-4195.65186	-1.21656E-4
-4169.62915	-1.21826E-4
-4122.75488	-1.20521E-4
-4109.62573	-1.21535E-4
-4084.62354	-1.19963E-4
-4039.72485	-1.19905E-4
-4003.77356	-1.1925E-4
-3966.82617	-1.20194E-4
-3951.77917	-1.20529E-4
-3928.79773	-1.19712E-4
-3904.82581	-1.20562E-4
-3860.73621	-1.19932E-4
-3845.75452	-1.19627E-4
-3818.81006	-1.19141E-4
-3774.83167	-1.19935E-4
-3759.75134	-1.20659E-4
-3732.83215	-1.19413E-4
-3706.96106	-1.19079E-4
-3662.90869	-1.17862E-4
-3646.94482	-1.19754E-4
-3621.97742	-1.17692E-4
-3580.98706	-1.18543E-4
-3567.9436	-1.16847E-4
-3542.95032	-1.17652E-4
-3496.92395	-1.19718E-4
-3480.90112	-1.1708E-4
-3435.20935	-1.18066E-4
-3401.25281	-1.17672E-4
-3385.30872	-1.16786E-4
-3339.25964	-1.16236E-4
-3326.2533	-1.17037E-4
-3283.31494	-1.16243E-4
-3252.24219	-1.16703E-4
-3220.2146	-1.16577E-4
-3205.27026	-1.16858E-4
-3159.21655	-1.1574E-4
-3124.30371	-1.15828E-4
-3109.2616	-1.13603E-4
-3061.3833	-1.16333E-4
-3046.33105	-1.16371E-4
-3005.32007	-1.13792E-4
-2990.34338	-1.1441E-4
-2965.4281	-1.1671E-4
-2920.31787	-1.15316E-4
-2906.30725	-1.14612E-4
-2864.46106	-1.13832E-4
-2833.5863	-1.13179E-4
-2796.51892	-1.13799E-4
-2763.46777	-1.13137E-4
-2735.49915	-1.12483E-4
-2701.4884	-1.12128E-4
-2668.57422	-1.12111E-4
-2651.48022	-1.10994E-4
-2625.43042	-1.11678E-4
-2597.42603	-1.10506E-4
-2569.46436	-1.12205E-4
-2524.50916	-1.10364E-4
-2492.50256	-1.11238E-4
-2457.59729	-1.1156E-4
-2423.58997	-1.10465E-4
-2410.56458	-1.10621E-4
-2386.58826	-1.08246E-4
-2341.59314	-1.08341E-4
