t	dtet
488	4.34783E-7
490	2.09472E-6
492	1.77019E-6
494	2.56211E-6
496	4.01863E-6
498	3.51242E-6
500	2.35714E-6
520	2.22205E-6
540	2.23137E-6
560	1.25155E-6
580	3.26553E-6
600	2.54503E-6
620	2.26398E-6
640	3.92857E-7
660	1.22981E-6
680	2.12578E-6
700	8.15217E-7
720	2.50466E-6
740	1.54658E-6
760	1.97671E-6
780	1.76087E-6
800	2.0559E-6
820	2.40683E-6
840	1.02019E-6
860	3.81988E-7
880	1.43789E-6
900	1.14286E-6
920	1.96584E-6
940	4.16149E-7
960	8.01242E-7
980	-1.98758E-7
1000	9.47205E-7
1020	1.17702E-6
1040	1.20807E-6
1060	2.25155E-7
1080	-1.37733E-6
1100	2.3323E-6
1120	-4.30124E-7
1140	3.1087E-6
1160	1.43478E-6
1180	-4.2236E-7
1200	-3.21429E-7
1220	2.87888E-6
1240	1.99224E-6
1260	1.82298E-6
1280	3.24534E-7
1300	-2.15839E-7
1320	-1.53727E-7
1340	1.54503E-6
1360	9.16149E-8
1380	1.48913E-6
1400	8.33851E-7
1420	-2.79503E-8
1440	1.10248E-7
1460	7.90373E-7
1480	-1.22516E-6
1500	-2.76398E-7
1520	3.74224E-7
1540	-1.27329E-6
1560	1.54658E-6
1580	-7.32919E-7
1600	1.74845E-6
1620	4.44099E-7
1640	-6.66149E-7
1660	-6.50621E-7
1680	-1.92391E-6
1700	8.52484E-7
1720	2.23137E-6
1740	9.36335E-7
1760	2.65528E-7
1780	3.21429E-7
1800	-3.26087E-7
1820	-2.08075E-6
1840	-7.08075E-7
1860	2.48888E-7
