t	dtet
392	-2.16719E-5
394	-2.13906E-5
396	-2.17031E-5
398	-2.16719E-5
400	-2.16406E-5
402	-2.22969E-5
404	-2.27578E-5
406	-2.16719E-5
408	-2.01016E-5
410	-2.04297E-5
412	-2.15625E-5
414	-2.15234E-5
416	-2.17266E-5
418	-2.07422E-5
420	-1.89141E-5
422	-1.9125E-5
424	-1.95156E-5
426	-2.25078E-5
428	-2.13906E-5
430	-1.97656E-5
432	-2.12188E-5
434	-1.96641E-5
436	-1.91563E-5
438	-1.86016E-5
440	-1.93594E-5
442	-1.90312E-5
444	-1.92578E-5
446	-1.8E-5
448	-1.90469E-5
450	-1.91875E-5
452	-1.76094E-5
454	-1.88516E-5
456	-1.81797E-5
458	-1.73672E-5
460	-2E-5
462	-2.04609E-5
464	-1.99922E-5
466	-1.89531E-5
468	-1.93672E-5
470	-1.86094E-5
472	-1.75078E-5
474	-1.61875E-5
476	-1.73828E-5
478	-1.67266E-5
480	-1.61094E-5
482	-1.79922E-5
484	-1.86875E-5
486	-1.78203E-5
488	-1.93516E-5
490	-1.70703E-5
492	-1.76094E-5
494	-1.87891E-5
496	-1.59219E-5
498	-1.63594E-5
500	-1.65781E-5
520	-1.67109E-5
540	-1.66563E-5
560	-1.45625E-5
580	-1.42656E-5
600	-1.36406E-5
620	-1.40625E-5
640	-1.46172E-5
660	-1.25234E-5
680	-1.26562E-5
700	-1.30781E-5
720	-1.18906E-5
740	-1.11484E-5
760	-1.125E-5
780	-9.69531E-6
800	-7.29687E-6
820	-8.44531E-6
840	-9.51562E-6
860	-7.28125E-6
880	-1.05E-5
900	-9.16406E-6
920	-9.28906E-6
940	-4.89844E-6
960	-1.0625E-5
980	-6.28906E-6
1000	-7.5625E-6
1020	-6.82031E-6
1040	-7.875E-6
1060	-7.13281E-6
1080	-8.45313E-6
1100	-5.16406E-6
1120	-7.14844E-6
1140	-6.58594E-6
1160	-7.32031E-6
1180	-7.66406E-6
1200	-4.17969E-6
1220	-5.34375E-6
1240	-3.29687E-6
1260	-6.98438E-6
1280	-5.66406E-6
1300	-5.375E-6
1320	-4.44531E-6
1340	-4.98438E-6
1360	-6.54688E-6
1380	-3.25E-6
1400	-4.69531E-6
1420	-7.40625E-6
1440	-5.30469E-6
1460	-2.07812E-6
1480	-3.42969E-6
1500	-1.8125E-6
1520	-3.82812E-7
1540	-3.78125E-6
1560	-4.53125E-7
1580	-1.85156E-6
1600	-5.07812E-6
1620	-3.75781E-6
1640	-3.6875E-6
1660	-1.26563E-6
1680	-4.33594E-6
1700	-3.78906E-6
1720	-6.64063E-7
1740	-4.16406E-6
1760	-4.3125E-6
1780	-5.9375E-6
1800	-8.67188E-7
1820	-6.91406E-6
1840	-2.35937E-6
1860	-9.29688E-7
