t	dtet
-1	0
-0.9	5.42969E-7
-0.8	-2.01953E-6
-0.7	-2.05859E-6
-0.6	-1.62109E-6
-0.5	-4.70834E-6
-0.4	-7.88412E-6
-0.3	-1.41107E-5
-0.2	-2.42409E-5
-0.1	-4.31289E-5
0	-6.71263E-5
0.1	-9.81667E-5
0.2	-1.32088E-4
0.3	-1.67353E-4
0.4	-1.96351E-4
0.5	-2.26509E-4
0.6	-2.50943E-4
0.7	-2.70197E-4
0.8	-2.82561E-4
0.9	-2.88033E-4
1	-2.89266E-4
1.1	-2.88325E-4
1.2	-2.84599E-4
1.3	-2.80855E-4
1.4	-2.73249E-4
1.5	-2.68461E-4
1.6	-2.65842E-4
1.7	-2.60212E-4
1.8	-2.56951E-4
1.9	-2.51715E-4
2	-2.50514E-4
2.1	-2.46742E-4
2.2	-2.46826E-4
2.3	-2.4223E-4
2.4	-2.39395E-4
2.5	-2.37814E-4
2.6	-2.36875E-4
2.7	-2.33791E-4
2.8	-2.3281E-4
2.9	-2.33469E-4
3	-2.31732E-4
3.1	-2.30797E-4
3.2	-2.32359E-4
3.3	-2.30961E-4
3.4	-2.3063E-4
3.5	-2.31599E-4
3.6	-2.28753E-4
3.7	-2.28434E-4
3.8	-2.2609E-4
3.9	-2.24427E-4
4	-2.26216E-4
6	-2.24888E-4
8	-2.28642E-4
10	-2.43358E-4
12	-2.5468E-4
14	-2.59697E-4
16	-2.68101E-4
18	-2.75293E-4
20	-2.85857E-4
22	-2.90393E-4
24	-2.93772E-4
26	-2.95715E-4
28	-2.91755E-4
30	-2.88734E-4
32	-2.82751E-4
34	-2.75245E-4
36	-2.66431E-4
38	-2.52246E-4
40	-2.37529E-4
42	-2.2474E-4
44	-2.04328E-4
46	-1.86094E-4
48	-1.72883E-4
50	-1.56652E-4
52	-1.38983E-4
54	-1.21199E-4
56	-1.1041E-4
58	-1.01716E-4
60	-9.51327E-5
62	-8.71927E-5
64	-8.3017E-5
66	-8.56195E-5
68	-8.69505E-5
70	-9.13411E-5
72	-9.81602E-5
74	-1.06131E-4
76	-1.1366E-4
78	-1.18916E-4
80	-1.2891E-4
82	-1.38759E-4
84	-1.44154E-4
86	-1.51033E-4
88	-1.57552E-4
90	-1.60751E-4
92	-1.63276E-4
94	-1.62004E-4
96	-1.60133E-4
98	-1.58238E-4
100	-1.52051E-4
102	-1.43949E-4
104	-1.37189E-4
106	-1.26803E-4
108	-1.17723E-4
110	-1.05952E-4
112	-9.93958E-5
114	-9.07577E-5
116	-8.13773E-5
118	-7.30336E-5
120	-6.38305E-5
122	-5.78608E-5
124	-5.23672E-5
126	-5.16693E-5
128	-4.68294E-5
130	-4.77031E-5
132	-4.95013E-5
134	-5.06263E-5
136	-5.51613E-5
138	-5.8742E-5
140	-6.36539E-5
142	-6.63305E-5
144	-7.18998E-5
146	-7.37773E-5
148	-7.85939E-5
150	-8.2168E-5
152	-8.5142E-5
154	-9.01014E-5
156	-8.85052E-5
158	-8.99977E-5
160	-9.08595E-5
162	-9.06795E-5
164	-8.78164E-5
166	-8.22592E-5
168	-8.05873E-5
170	-7.60208E-5
172	-7.11577E-5
174	-6.8483E-5
176	-6.44311E-5
178	-5.92514E-5
180	-5.53892E-5
182	-5.19701E-5
184	-5.12539E-5
186	-4.74245E-5
188	-4.22031E-5
190	-4.0763E-5
192	-4.14375E-5
194	-4.13581E-5
196	-4.03177E-5
198	-4.02643E-5
200	-3.9043E-5
202	-4.17956E-5
204	-4.43828E-5
206	-4.75312E-5
208	-4.88763E-5
210	-5.01667E-5
212	-5.08216E-5
214	-5.2138E-5
216	-5.27904E-5
218	-5.40247E-5
220	-5.57982E-5
222	-5.41289E-5
224	-5.38971E-5
226	-5.38021E-5
228	-5.17409E-5
230	-5.09284E-5
232	-5.04023E-5
234	-4.82604E-5
236	-4.4431E-5
238	-4.37461E-5
240	-4.30573E-5
242	-4.36914E-5
244	-3.81667E-5
246	-3.82005E-5
248	-3.66602E-5
250	-3.56836E-5
252	-3.4582E-5
254	-3.70352E-5
256	-3.67123E-5
258	-3.4625E-5
260	-3.33346E-5
262	-3.37018E-5
264	-3.41758E-5
266	-3.39974E-5
268	-3.51576E-5
270	-3.47162E-5
272	-3.77266E-5
274	-3.66549E-5
276	-3.4849E-5
278	-3.58685E-5
280	-3.75143E-5
282	-3.86549E-5
284	-3.62891E-5
286	-3.40912E-5
288	-3.4207E-5
290	-3.57031E-5
292	-3.49935E-5
294	-3.47539E-5
296	-3.43112E-5
298	-3.20924E-5
300	-3.3513E-5
302	-3.32487E-5
304	-3.00143E-5
306	-2.87812E-5
308	-3.00338E-5
310	-2.92435E-5
312	-2.52253E-5
314	-2.85977E-5
316	-2.92057E-5
318	-2.9207E-5
320	-2.9987E-5
322	-2.8306E-5
324	-2.70963E-5
326	-3.07435E-5
328	-2.96953E-5
330	-2.4974E-5
332	-2.89688E-5
334	-2.87838E-5
336	-2.79154E-5
338	-2.6987E-5
340	-2.84557E-5
342	-2.89154E-5
344	-2.79453E-5
346	-2.73516E-5
348	-2.99792E-5
350	-2.65573E-5
352	-2.7375E-5
354	-2.88724E-5
356	-2.81172E-5
358	-2.73971E-5
360	-2.71966E-5
362	-2.6569E-5
364	-2.59232E-5
366	-2.49909E-5
368	-2.55534E-5
370	-2.33542E-5
372	-2.2263E-5
374	-2.4276E-5
376	-2.50026E-5
378	-2.15482E-5
380	-2.22031E-5
382	-2.11771E-5
384	-2.35052E-5
386	-2.27461E-5
388	-2.19023E-5
390	-2.38255E-5
392	-2.46719E-5
394	-2.25E-5
396	-2.31641E-5
398	-2.38177E-5
400	-2.40299E-5
402	-2.31497E-5
404	-2.23086E-5
406	-2.30104E-5
408	-2.55039E-5
410	-2.28815E-5
412	-2.12252E-5
414	-2.31354E-5
416	-2.2901E-5
418	-2.17982E-5
420	-2.07943E-5
422	-2.21523E-5
424	-2.29753E-5
426	-2.18737E-5
428	-1.98568E-5
430	-1.9513E-5
432	-2.14414E-5
434	-2.31328E-5
436	-2.10508E-5
438	-2.32174E-5
440	-1.84974E-5
442	-1.90586E-5
444	-1.85586E-5
446	-2.02617E-5
448	-2.0694E-5
450	-2.09141E-5
452	-1.9875E-5
454	-1.8224E-5
456	-1.75248E-5
458	-2.1013E-5
460	-1.73412E-5
462	-1.64831E-5
464	-1.86979E-5
466	-1.8099E-5
468	-1.87604E-5
470	-1.76328E-5
472	-1.85091E-5
474	-1.90169E-5
476	-1.9401E-5
478	-1.86497E-5
480	-1.78385E-5
482	-1.89831E-5
484	-1.96992E-5
486	-2.19466E-5
488	-2.01602E-5
490	-1.70586E-5
492	-2.01406E-5
494	-1.60521E-5
496	-1.68776E-5
498	-1.77526E-5
500	-1.55599E-5
520	-1.61432E-5
540	-1.38542E-5
560	-1.4418E-5
580	-1.46198E-5
600	-1.35052E-5
620	-1.37643E-5
640	-1.35508E-5
660	-1.16927E-5
680	-1.1944E-5
700	-1.14623E-5
720	-9.71225E-6
740	-1.16185E-5
760	-1.19271E-5
780	-8.78906E-6
800	-1.11458E-5
820	-7.85806E-6
840	-7.70053E-6
860	-1.02409E-5
880	-8.41016E-6
900	-1.03477E-5
920	-8.40884E-6
940	-8.91147E-6
960	-8.30337E-6
980	-7.45312E-6
1000	-6.26303E-6
1020	-7.44791E-6
1040	-4.82553E-6
1060	-6.10156E-6
1080	-8.40234E-6
1100	-6.36197E-6
1120	-8.89713E-6
1140	-5.37759E-6
1160	-7.444E-6
1180	-5.63022E-6
1200	-6.44791E-6
1220	-4.23047E-6
1240	-6.94663E-6
1260	-4.89322E-6
1280	-6.46484E-6
1300	-5.05859E-6
1320	-5.14975E-6
1340	-6.74741E-6
1360	-3.01694E-6
1380	-2.22397E-6
1400	-6.07031E-6
1420	-4.54428E-6
1440	-3.43619E-6
1460	-2.97916E-6
1480	-3.61459E-6
1500	-3.52475E-6
1520	-2.87891E-6
1540	-1.58462E-6
1560	-4.03775E-6
1580	-4.85288E-6
1600	-3.5065E-6
